0.01 5.37305e-06
0.015 7.86723e-06
0.02 1.23353e-05
0.025 2.16171e-05
0.04 7.90299e-05
0.045 0.000123881
0.05 0.000181436
0.055 0.000257164
0.06 0.000409766
0.065 0.000537783
0.07 0.000766583
0.075 0.00112555
0.08 0.00163205
0.085 0.00243705
0.09 0.00367631
0.095 0.0052533
0.1 0.00834928
0.105 0.012186
0.11 0.0189281
0.115 0.0278067
0.12 0.0397743
0.125 0.0549114
0.13 0.068118
0.135 0.0784788
0.14 0.103489
0.145 0.123566
0.15 0.139317
0.155 0.157097
0.16 0.191964
0.165 0.241193
0.17 0.282364
0.175 0.323839
0.18 0.371563
0.185 0.430082
0.19 0.48388
0.195 0.566276
0.2 0.679826
0.205 0.794011
0.21 0.819232
0.215 1.09174
0.22 1.22735
0.225 1.4184
0.23 1.60241
0.235 1.73058
0.24 2.26168
0.245 2.23523
0.25 2.80061
0.255 3.08314
0.26 3.75817
0.265 3.81769
0.27 4.67603
0.275 5.4781
0.28 6.29867
0.285 6.79899
0.29 8.18031
0.295 8.94767
0.3 10.4274
0.305 10.5428
0.31 11.8689
0.315 14.5778
0.32 16.8316
0.325 18.1045
0.33 21.5252
0.335 26.4826
0.34 27.1771
0.345 31.1983
0.35 36.1112
0.355 40.003
0.36 46.5451
0.365 48.0077
0.37 57.2966
0.375 71.8402
0.38 84.0541
0.385 97.5683
0.39 107.61
0.395 126.844
0.4 138.501
0.405 164.301
0.41 205.327
0.415 229.804
0.42 282.73
0.425 284.947
0.43 340.631
0.435 407.872
0.44 465.483
0.445 619.712
0.45 653.617
0.455 869.635
0.46 1161.01
0.465 1342.22
0.47 1662.18
0.475 2094.75
0.48 2574.23
0.485 3191.64
0.49 4165.5
0.495 5399.71
0.5 7639.89
0.505 10399.2
0.51 13512.1
0.515 20240.8
0.52 32383.6
0.525 49052.9
0.53 80257.8
0.535 122569
0.54 211117
0.545 284681
