0.005 3.02009e-06
0.01 5.12391e-06
0.015 7.20307e-06
0.020 1.15323e-05
0.025 1.90837e-05
0.035 4.82345e-05
0.045 0.000113034
0.05 0.000165996
0.06 0.000374124
0.065 0.000490792
0.07 0.000703718
0.075 0.00103213
0.08 0.00148791
0.085 0.0022258
0.09 0.00334407
0.095 0.00480059
0.1 0.00760313
0.105 0.0111394
0.11 0.0171982
0.115 0.0255042
0.12 0.0362208
0.125 0.0500533
0.13 0.062074
0.135 0.0717617
0.14 0.0938669
0.145 0.111641
0.15 0.127302
0.155 0.143491
0.16 0.174199
0.165 0.220427
0.17 0.255924
0.175 0.294223
0.18 0.338758
0.185 0.389727
0.19 0.438176
0.195 0.51334
0.2 0.618661
0.205 0.716709
0.21 0.746591
0.215 0.989616
0.22 1.11048
0.225 1.28777
0.23 1.44884
0.235 1.56856
0.24 2.04914
0.245 2.02721
0.25 2.51944
0.255 2.78765
0.26 3.38906
0.265 3.4396
0.27 4.23625
0.275 4.92265
0.28 5.67978
0.285 6.10899
0.29 7.34354
0.295 8.04105
0.3 9.38143
0.305 9.5266
0.31 10.6847
0.315 13.1105
0.32 15.1037
0.325 16.2811
0.33 19.4721
0.335 23.8684
0.34 24.3596
0.345 28.0423
0.35 32.4551
0.355 35.991
0.36 41.7808
0.365 43.5272
0.37 51.6961
0.375 64.8897
0.38 75.6283
0.385 87.7045
0.39 96.5612
0.395 113.621
0.4 124.197
0.405 147.66
0.41 184.577
0.415 205.896
0.42 253.512
0.425 254.412
0.43 305.507
0.435 365.179
0.44 419.327
0.445 555.48
0.45 587.311
0.455 782.968
0.46 1045.45
0.465 1206.17
0.47 1488.5
0.475 1883.85
0.48 2300.09
0.485 2872.44
0.49 3736.07
0.495 4838.17
0.5 6845.52
0.505 9309.7
0.51 12096.5
0.515 18102
0.52 29020.8
0.525 44350.7
0.53 72043.8
0.535 109410
0.54 189543
0.545 256701
