0.005 3.11646e-06
0.015 7.41568e-06
0.025 2.05717e-05
0.03 3.10962e-05
0.035 5.10509e-05
0.04 7.46797e-05
0.045 0.00011732
0.05 0.000171288
0.055 0.00024344
0.06 0.000386453
0.065 0.00051028
0.07 0.000724044
0.075 0.00107124
0.08 0.001546
0.085 0.00230624
0.09 0.00345745
0.095 0.00496008
0.1 0.00788593
0.105 0.0114554
0.11 0.017848
0.115 0.026232
0.12 0.0374971
0.125 0.0517856
0.13 0.0645035
0.135 0.07455
0.14 0.098011
0.145 0.116757
0.15 0.131756
0.155 0.148099
0.16 0.18181
0.165 0.227344
0.17 0.267114
0.175 0.305273
0.18 0.350101
0.185 0.406469
0.19 0.456903
0.195 0.536238
0.2 0.644016
0.205 0.751984
0.21 0.775055
0.215 1.03067
0.22 1.15612
0.225 1.33616
0.23 1.51152
0.235 1.64532
0.24 2.12741
0.245 2.1088
0.25 2.63649
0.255 2.91971
0.26 3.53668
0.265 3.6025
0.27 4.41655
0.275 5.15657
0.28 5.92727
0.285 6.40663
0.29 7.70302
0.295 8.43389
0.3 9.81664
0.305 9.92761
0.31 11.1707
0.315 13.7103
0.32 15.8676
0.325 17.0202
0.33 20.2176
0.335 24.9784
0.34 25.5401
0.345 29.3044
0.35 33.9073
0.355 37.663
0.36 43.7358
0.365 45.362
0.37 53.9061
0.375 67.5075
0.38 78.9482
0.385 91.8199
0.39 101.135
0.395 119.295
0.4 130.082
0.405 154.462
0.41 192.877
0.415 215.904
0.42 265.72
0.425 267.756
0.43 320.295
0.435 383.654
0.44 438.25
0.445 581.865
0.45 614.956
0.455 819.859
0.46 1093.88
0.465 1261.98
0.47 1561.91
0.475 1973.91
0.48 2420.34
0.485 3016.31
0.49 3916.24
0.495 5078.08
0.5 7179.65
0.505 9774.96
0.51 12691.9
0.515 19060.1
0.52 30470
0.525 46546.7
0.53 75677.4
0.535 115454
0.54 198634
0.545 269075
