0.005 1.2319e-05
0.01 1.58429e-05
0.015 2.76476e-05
0.025 7.16345e-05
0.03 0.000117385
0.035 0.000165231
0.04 0.000258668
0.045 0.000396873
0.05 0.000628548
0.055 0.000822583
0.06 0.00130907
0.065 0.00195151
0.07 0.00268869
0.075 0.00372816
0.08 0.00588214
0.085 0.00822883
0.09 0.0119433
0.095 0.0182167
0.1 0.0271854
0.105 0.0399147
0.11 0.0641024
0.115 0.0876019
0.12 0.130944
0.125 0.188393
0.13 0.224345
0.135 0.280023
0.14 0.336132
0.145 0.394286
0.15 0.432709
0.155 0.510652
0.16 0.632067
0.165 0.722474
0.17 0.874296
0.175 0.893259
0.18 1.06855
0.185 1.42367
0.19 1.65507
0.195 1.90105
0.2 2.25412
0.205 2.51883
0.21 2.8326
0.215 3.54976
0.22 3.68502
0.225 4.21992
0.23 5.41892
0.235 6.44509
0.24 7.05897
0.245 7.49853
0.25 8.73132
0.255 8.98727
0.26 11.9797
0.265 13.9528
0.27 16.5452
0.275 17.4466
0.28 19.4365
0.285 22.7349
0.29 24.9146
0.295 25.5379
0.3 33.3901
0.305 32.6544
0.31 39.676
0.315 44.9441
0.32 50.8668
0.325 63.4183
0.33 69.6045
0.335 77.5894
0.34 88.3789
0.345 99.1758
0.35 117.163
0.355 141.242
0.36 148.579
0.365 183.904
0.37 201.702
0.375 241.356
0.38 260.742
0.385 323.215
0.39 348.393
0.395 405.691
0.4 443.89
0.405 560.47
0.41 627.482
0.415 706.827
0.42 866.787
0.425 939.28
0.43 1145.06
0.435 1434.47
0.44 1635.85
0.445 1977.38
0.45 2293.74
0.455 3179.96
0.46 3275.69
0.465 4219.66
0.47 5107.44
0.475 5904.74
0.48 8386.86
0.485 8637.91
0.49 13796
0.495 16838.5
0.5 23217.8
0.505 31586.1
0.51 42702.1
0.515 69750.3
0.52 114806
0.525 130816
0.53 285363
0.535 443080
0.54 623147
0.545 1.10461e+06
