0.01 4.68012e-06
0.015 6.88446e-06
0.02 1.04612e-05
0.025 1.64367e-05
0.03 2.57577e-05
0.035 4.34017e-05
0.04 6.32937e-05
0.045 9.83883e-05
0.05 0.000144614
0.055 0.000205212
0.06 0.000326822
0.065 0.000426162
0.07 0.000608193
0.075 0.000901123
0.08 0.0013013
0.085 0.00193714
0.09 0.00291559
0.095 0.00417276
0.1 0.00663362
0.105 0.0096683
0.11 0.0150309
0.115 0.0220845
0.12 0.0316182
0.125 0.04362
0.13 0.0542
0.135 0.0625439
0.14 0.0821394
0.145 0.0982839
0.15 0.110616
0.155 0.124623
0.16 0.152534
0.165 0.191715
0.17 0.22432
0.175 0.257473
0.18 0.29525
0.185 0.341476
0.19 0.38554
0.195 0.450928
0.2 0.541882
0.205 0.633289
0.21 0.653002
0.215 0.868626
0.22 0.976381
0.225 1.12955
0.23 1.2767
0.235 1.38665
0.24 1.80176
0.245 1.78144
0.25 2.22978
0.255 2.46797
0.26 2.99483
0.265 3.05732
0.27 3.74236
0.275 4.36867
0.28 5.02007
0.285 5.43446
0.29 6.52385
0.295 7.15033
0.3 8.329
0.305 8.42899
0.31 9.48663
0.315 11.6246
0.32 13.4542
0.325 14.4831
0.33 17.1802
0.335 21.1939
0.34 21.7356
0.345 24.9356
0.35 28.8309
0.355 32.0293
0.36 37.253
0.365 38.6867
0.37 45.9056
0.375 57.382
0.38 67.1967
0.385 78.0425
0.39 85.9856
0.395 101.578
0.4 110.65
0.405 131.29
0.41 164.058
0.415 183.645
0.42 226.054
0.425 227.625
0.43 272.57
0.435 326.575
0.44 374.216
0.445 495.312
0.45 522.732
0.455 697.791
0.46 930.186
0.465 1073.33
0.47 1328.24
0.475 1679.74
0.48 2061.55
0.485 2567.06
0.49 3333.7
0.495 4324.98
0.5 6103.26
0.505 8314.44
0.51 10804
0.515 16244
0.52 25969.1
0.525 39741.6
0.53 64330.6
0.535 98280.7
0.54 169334
0.545 230032
