0.005 9.3064e-06
0.02 3.3669e-05
0.03 8.33887e-05
0.035 0.000117071
0.04 0.000184651
0.045 0.000281721
0.05 0.000448307
0.055 0.000585125
0.06 0.000933665
0.065 0.00138362
0.07 0.00190837
0.075 0.00264788
0.08 0.00417123
0.085 0.00583872
0.09 0.00847775
0.095 0.0129445
0.1 0.0192825
0.105 0.0283319
0.11 0.0454787
0.115 0.0622839
0.12 0.0929525
0.125 0.13306
0.13 0.159659
0.135 0.198748
0.14 0.238342
0.145 0.279823
0.15 0.305156
0.155 0.360743
0.16 0.448124
0.165 0.512892
0.17 0.620444
0.175 0.633886
0.18 0.758811
0.185 1.00964
0.19 1.17717
0.195 1.35018
0.2 1.60174
0.205 1.78653
0.21 2.01263
0.215 2.5211
0.22 2.62037
0.225 2.99788
0.23 3.84711
0.235 4.57679
0.24 5.01831
0.245 5.32799
0.25 6.18603
0.255 6.35985
0.26 8.51182
0.265 9.92596
0.27 11.7784
0.275 12.411
0.28 13.8529
0.285 16.1679
0.29 17.7321
0.295 18.1194
0.3 23.7014
0.305 23.3441
0.31 28.2545
0.315 31.9955
0.32 36.2389
0.325 45.0422
0.33 49.3994
0.335 55.1692
0.34 62.7137
0.345 70.0865
0.35 83.45
0.355 101.629
0.36 106.371
0.365 131.967
0.37 144.164
0.375 171.729
0.38 185.45
0.385 230.011
0.39 248.213
0.395 289.483
0.4 314.994
0.405 397.772
0.41 443.854
0.415 503.139
0.42 623.836
0.425 671.753
0.43 814.17
0.435 1019.28
0.44 1163.77
0.445 1402.64
0.45 1617.91
0.455 2285.43
0.46 2349.13
0.465 3013.67
0.47 3638.74
0.475 4200.38
0.48 5963.98
0.485 6151.31
0.49 9795.52
0.495 12066.2
0.5 16531.1
0.505 22471.3
0.51 30266.3
0.515 49914.9
0.52 81542.7
0.525 93064.8
0.53 202791
0.535 318580
0.54 442607
0.545 787264
