0.005 2.54945e-06
0.015 6.44466e-06
0.02 1.03612e-05
0.025 1.70523e-05
0.03 2.70003e-05
0.035 4.2977e-05
0.04 6.37401e-05
0.045 9.91905e-05
0.05 0.00014712
0.055 0.00020577
0.06 0.000326658
0.065 0.000437156
0.07 0.000620176
0.075 0.000904021
0.08 0.00132526
0.085 0.00196078
0.09 0.00294711
0.095 0.00423887
0.1 0.0067036
0.105 0.00977606
0.11 0.0152528
0.115 0.0221438
0.12 0.0319628
0.125 0.0443246
0.13 0.0546641
0.135 0.0637571
0.14 0.0826854
0.145 0.0986946
0.15 0.11076
0.155 0.125787
0.16 0.153864
0.165 0.191022
0.17 0.22478
0.175 0.253012
0.18 0.292585
0.185 0.345073
0.19 0.390183
0.195 0.455424
0.2 0.547542
0.205 0.635123
0.21 0.661839
0.215 0.876364
0.22 0.970512
0.225 1.12371
0.23 1.29224
0.235 1.41601
0.24 1.80485
0.245 1.79952
0.25 2.22836
0.255 2.44363
0.26 3.00924
0.265 3.11262
0.27 3.80336
0.275 4.38695
0.28 5.01835
0.285 5.4885
0.29 6.50763
0.295 7.05174
0.3 8.3489
0.305 8.43453
0.31 9.57451
0.315 11.6063
0.32 13.4176
0.325 14.7025
0.33 17.2855
0.335 20.9858
0.34 21.8581
0.345 24.9578
0.35 28.9698
0.355 32.5174
0.36 37.35
0.365 39.4948
0.37 46.5723
0.375 57.9311
0.38 67.0528
0.385 78.6235
0.39 86.4431
0.395 101.887
0.4 111.038
0.405 132.862
0.41 163.358
0.415 183.083
0.42 225.599
0.425 229.494
0.43 275.142
0.435 331.445
0.44 379.084
0.445 496.888
0.45 530.376
0.455 711.243
0.46 914.325
0.465 1074.14
0.47 1324.8
0.475 1647.08
0.48 2071.14
0.485 2498.74
0.49 3356.48
0.495 4321.78
0.5 6076.9
0.505 8279.35
0.51 10812.4
0.515 16439.4
0.52 26357.8
0.525 38394
0.53 65295
0.535 100063
0.54 167595
0.545 234881
