0.01 3.02587e-06
0.015 4.86112e-06
0.02 7.42914e-06
0.025 1.21779e-05
0.03 1.86422e-05
0.035 3.02257e-05
0.04 4.45146e-05
0.045 6.92649e-05
0.05 9.3181e-05
0.055 0.000142645
0.06 0.000227802
0.075 0.000633667
0.08 0.00094117
0.085 0.00137225
0.09 0.00204628
0.095 0.00298025
0.1 0.00465908
0.105 0.00680512
0.11 0.0106705
0.115 0.015345
0.12 0.0222645
0.125 0.0311454
0.13 0.0381918
0.135 0.0450805
0.14 0.0576767
0.145 0.0686029
0.15 0.0765598
0.155 0.0875313
0.16 0.10766
0.165 0.131237
0.17 0.155288
0.175 0.170838
0.18 0.199415
0.185 0.241902
0.19 0.275409
0.195 0.321005
0.2 0.384618
0.205 0.443229
0.21 0.469053
0.215 0.614043
0.22 0.672389
0.225 0.775759
0.23 0.914565
0.235 1.02046
0.24 1.25992
0.245 1.27457
0.25 1.56318
0.255 1.68759
0.26 2.11456
0.265 2.24385
0.27 2.72523
0.275 3.08711
0.28 3.5115
0.285 3.89966
0.29 4.54985
0.295 4.86428
0.3 5.89819
0.305 5.92531
0.31 6.81293
0.315 8.13962
0.32 9.37844
0.325 10.5473
0.33 12.2176
0.335 14.5893
0.34 15.5062
0.345 17.6447
0.35 20.5629
0.355 23.4368
0.36 26.4327
0.365 28.9001
0.37 33.5381
0.375 41.3105
0.38 47.2086
0.385 55.9906
0.39 61.2859
0.395 72.178
0.4 78.5672
0.405 95.0345
0.41 114.657
0.415 128.63
0.42 158.609
0.425 163.278
0.43 196.33
0.435 238.305
0.44 273.164
0.445 351.218
0.45 381.058
0.455 515.582
0.46 633.115
0.465 757.906
0.47 930.486
0.475 1140.76
0.48 1471.88
0.485 1715.18
0.49 2393.1
0.495 3051.01
0.5 4259.56
0.505 5803.76
0.51 7643.88
0.515 11816.4
0.52 18996.1
0.525 26354.7
0.53 47059.1
0.535 72431
0.54 116962
0.545 172549
