0.005 2.63232e-06
0.01 4.65691e-06
0.015 6.57241e-06
0.045 9.46553e-05
0.05 0.000139285
0.055 0.000197257
0.06 0.000314102
0.065 0.000413829
0.07 0.000591557
0.075 0.000867086
0.08 0.00125398
0.085 0.00187492
0.09 0.00281762
0.095 0.00404339
0.1 0.00641251
0.105 0.00935885
0.11 0.0144947
0.115 0.0213897
0.12 0.0305058
0.125 0.0422494
0.13 0.0522233
0.135 0.060347
0.14 0.0793477
0.145 0.0943061
0.15 0.107222
0.155 0.12067
0.16 0.147204
0.165 0.185847
0.17 0.216143
0.175 0.248049
0.18 0.284773
0.185 0.328877
0.19 0.370604
0.195 0.434634
0.2 0.52265
0.205 0.607602
0.21 0.632565
0.215 0.838939
0.22 0.941526
0.225 1.09184
0.23 1.22909
0.235 1.33345
0.24 1.73836
0.245 1.72503
0.25 2.14241
0.255 2.37521
0.26 2.88507
0.265 2.9333
0.27 3.60427
0.275 4.18933
0.28 4.8434
0.285 5.21692
0.29 6.27643
0.295 6.87535
0.3 8.01031
0.305 8.14111
0.31 9.12566
0.315 11.1859
0.32 12.9272
0.325 13.9261
0.33 16.6299
0.335 20.3975
0.34 20.8936
0.345 23.9756
0.35 27.7719
0.355 30.8176
0.36 35.7733
0.365 37.2854
0.37 44.3073
0.375 55.4021
0.38 64.7324
0.385 74.9811
0.39 82.6137
0.395 97.5179
0.4 106.321
0.405 126.37
0.41 157.804
0.415 176.303
0.42 217.016
0.425 218.029
0.43 261.852
0.435 313.021
0.44 359.632
0.445 475.435
0.45 502.609
0.455 671.438
0.46 895.128
0.465 1032.12
0.47 1274.99
0.475 1614.79
0.48 1974.76
0.485 2462.67
0.49 3202.3
0.495 4144.59
0.5 5858.6
0.505 7968.91
0.51 10375
0.515 15561.4
0.52 24895.8
0.525 38147.7
0.53 61720.4
0.535 94014.5
0.54 162595
0.545 220621
